doc ID	label	text
104		Doctor was courteous and helpful. I had a very pleasant experience. I will continue to use PlushCare.
106		Dr. Andert was excellent.  Very attentive and she really listened.  I got an appointment within an hour.  Happy to have found plushcare.
107		So easy and convenient. Customer service is awesome!!!!
108		Legit. Fast easy and affordable.
109		My Doctor was very personalized to my needs.
110		Fast and friendly service!! It was an awesome experience for me.
111		I gave a long feedback prior to this one. Amazing Doctors and so easy to use right from home. I love PlushCare.  I've used it a lot in the past four years or so.  I couldn't imagine not having them available .
112		My doctor was extremely kind and knowledgable. As someone who travels consistently for work and doesn't have a home base this is a game changer. Also the PlushCare customer service rep got back to me immediately and got in touch with my doctor about extra questions I had after the appt. Solid company.
113		This service the excellent. Easy, crystal clear understanding and very helpful doctors and their supporting  team.
114		Excellent service. They respond fast and are very polite assisting any concerns.
118		The service was great.The doctor was professional but down to earth. She really listened to my needs. Thanks so much for a good experience from someone who was nervous about going to the doctors.
119		very helpfu,l easy to use and the doctors are great!
120		I received timely and immediate professional care via a video conference with one of Plush Cares physicians. As a retired Hospital  Chaplin I know a little about what good medical care is and I would recommend Plush Care to everyone searching for good, compassionate medical care.
121		"Due to Covid, I only had a """"virtual visit"""" with my primary care physician last Spring. After listening to my heart she would've done an EKG an found the afib, but she couldn't because it was well . .  a virtual visit. If not for the FitBit Heart Study, I wouldn't have known about my afib~!! I've had heart failure in the past, and recovered fully, but no history whatsoever of afib. FitBit sent me the heart monitor, which I wore for 10 days. I had a virtual visit with PlushCare's Dr. Jennifer Huldin where she informed me that I was in afib 100% of the time and advised me to call my cardiologist asap, which I did. He immediately put me on blood thinners. I am so very Thankful to the FitBit Heart Study and Plushcare's Dr. Huldin. If I'd waiting until covid was over to have an echocardiogram who knows, I might not have survived~! Thank You All So Much~!!"
122		Plush care has opened my life. I live on a boat and enjoy this freedom.
123		This was a very easy to use platform - once I got my different devices working.I would prefer a face to face with someone who knows me but that is getting harder to come by these days and this is a very decent substitute for that with easier access.
124		Plush Care was a Godsend for me. The service is great and my doctor was excellent. I would recommend it to anyone who is having trouble finding a good doctor.
125		"Quick, easy, efficient. Great service and friendly, prompt staff. They far and away exceeded our expectations. Also, I highly recommend Dr. Allan Marks, great """"bedside"""" manner..."
127		A shout out to Dr. Joseph Nichols who made my first telemedicine visit productive and enjoyable.Thank you for your thoughtful and caring approach in discussion; I will return soon to get the tests that you recommended.PlushCare is an oasis of medical services in a somewhat unhinged world.Much appreciated.
128		Timely response and submission of prescription,   through eval of medical history and present issues prior to treatment decisions.
129		I am 100 percent satisfied with PlushCare Vitural Healthcare. My first time using PluahCare was a world away from previous experiences elsewhere. It was good to be treated with professionalism and care. I cannot say enough good things about PlushCare and would choose them over any other medical professionals I've been to in the past. I am so happy with everything about them and recommend them to anyone needing to see a physician. I cannot say enough good things.  Love love love them.  Thank you so much.
130		PlushCare is wonderful!! They make it so easy for a doctor visit. Dr. Allison Lovell is so kind and professional!  I highly recommend PlushCare!!
131		Used your service for prescription emergency  .. my regular Doctor retired unannounced .. Dr. was professional , and helpful .
132		I was having a really bad sinus headache and my own doctor would not see me because of covid so I needed a doctor appointment at the time NOW. So I found there link while searching for a new doctor and I was so relieved to be able to make a vitrual appointment and receive a pecription and be on the road to recovery within 2 hours.The virtual Doctor was very nice and caring thank you for this service.
135		Satisfying experience, the doctor was exceptional. All video, text & voice communications were seamless.
136		Love PlushCare! So convenient and very user-friendly!
137		Great service especially in these times. Drs are knowledgeable and spend time asking questions and answering questions. The only way I will see a doctor.
138		Neat outfit! Very organized.
140		Dr. Marks and the PlushCare team have done an absolutely wonderful job following up with me and answering any and all questions I had. This was my first time using this service and it has honestly saved my relationship with my family, friends, & myself. Thank you for all your wonderful, hard-work!
142		Dr. Austin Smith is AWESOME in every way -- so glad I found him and was able to make him my primary care physician. Customer Service folks are great as well.
143		"I confidentiality recommend Plush-Care...always personal and caring """"bedside"""" manner!   And if RX needed, it's done before """"visit"""" is finished!!Thank you, Plush-Care"
144		I really love going to these doctors they really listen to you and they're helpful and it doesn't take too long.
145		Dr. Evelyn Darius is fantastic, and the service is very convenient.
146		Prompt service, caring physicians, they care about you...you feel like a person not a number
147		I am super pleased with all the help I have received from Dr Saremi. He is so patient and kind. I am so grateful for his services!!
148		Dr. Sara Andert is very warm and personable.  She patiently explained what the readings were on my heart monitor.
149		The doctor was polite,spoke clearly, listened to my symptoms and then explained why he was going to prescribe a different medication than the one I thought he would.  Cleared up the problem and I went back to normal(as it is right now) selfisolating.
150		I really can appreciate the platform and the process it all went very smoothly in the doctor was outstanding period very helpful and insightful and was able to help me out.
152		Such a great app and company. If I have a question they are very quick to reply via email. If I have a change in prescription they are prompt to fix it. Doctors and customer service are amazing.
153		So easy and efficient. Much easier to get a quick appointment than going to primary care these days
154		Did a great job of explaining everything and getting me the information.  Thanks!
155		I am very happy I found you.  I had Covid-19 and my doctor did not have tele visits Saturday and he was not going to any tele visits till Tuesday.  I don't know why but he was not there for me. I was very ill and doctor gave me the right medications, had I waited till Tuesday for my doctor I probably would not be alive now.  Thank you for everything you do.  Please keep up the good work helping people with COVID-19.  I have been referring my friends to you.
156		My primary care doctor is wonderful - knowledgeable and caring.
158		I received good health service as expected.
159		I love PlushCare.  The fact that I don't have to leave my home to go to a Doctors Office is very comforting and makes me feel safe during these trying times.  I have been seeing Dr. Allan Marks for any health concerns and prescriptions and he has answered all my questions with professionalism, has a listening ear and great bed side manner.  I highly recommend this virtual service.
160		Thanks for seeing me so quickly and for your excellent medical care.
162		A great service when people are scared to go to their primary doctor because of Covid-19.
163		Dr Caesar was wonderful and has been a huge help to me during the lockdown in helping me keep up with my medications.  I would give PlushCare more than 5 stars if I could.  It has changed the way I access healthcare.
164		The customer service is excellent. I really appreciate it.
165		Dr. Elizabeth Klenk is the best Dr I have had since using PlushCare. She is compassionate and informative and intelligent. I will be using her again!
166		Happy to have a doctor there when you need one, thanks!
168		It's quick and easy to use and the doctors are great.
170		Dr. Garcia's smile is refreshing and reassuring. Our appointments are informative and efficient.
172		I was suffering from a pinched nerve in my neck and was in lots of pain with a numb left arm when I called.  Dr. Nancy Rolnik was very helpful and kind. She was thorough in asking questions and was immediately comforting to know I have access to such a knowledgeable and thoughtful professional with the ease of a simple video call. I would absolutely recommend Plush care services and I believe  Dr. Nancy Rolnik is a stand out when it comes to being helpful and accurate. THANK YOU PLUSH CARE!  AND THANK YOU DR ROLNIK!
173		My Dr. Was very attentive to my needs. He is compassionate, knowledgeable and very easy to speak with!
174		Participating in the Fitbit Heart Study was an excellent experience from start to finish.
175		On my second visit, my Dr listened for a long time and I felt she was genuinely interested in getting to the bottom of the problem. Her prescription worked and didn't break the bank. Thanks!!
176		Hi my neurologist refused to fill my script she said get it from your provider I didn't have a provider I started to look for one and came across plushcare get your script in 15 min so I called and spoke to Dr Smith I was having very bad anxiety I was at my limit couldn't take one more day he saved me within a few hours I was feeling better I even told my kids how great plushcare is.
177		Quick, prompt customer service
178		When I could not get in to see my primary doctor, and knew I did not want to go sit and wait at the ER or Urgent Care, I decided to give Plush Care a try.  I was overwhelmingly impressed.  Within 20 minutes of making an appt., I was online speaking with a physician.  He wanted me to go to lab and have test done.  I left immediately after our online visit.  When I arrived at the lab, my orders were already there.  When I went to pick up my meds, they had already been ordered and were being filled.
179		The physicians are very professional, friendly, helpful and caring.
181		Everything was easy to do...from downloading the app, to scheduling the appointment, to meeting with the doctor, to getting my prescriptions ordered.  The doctor was wonderful and listened to me.  She allowed me to be a part of the process, do research, and give input on what medicine may be best for me.
182		The doctor was a good listener, competent and the whole process was very efficient.  I was very pleased with my care and the process was not complicated.
183		Comfortable relaxed and informative appointment
184		Best care Don’t look nowhere Terrific
185		Dr. Tina Wu is very attentive and provides extraordinary service. She is caring , professional and extremely helpful. I am so glad I found her and PlushCare!
186		With the world we live in this service necessary & welcomed option when ever possible and to have an amazing & competent providers available is just plain awesome,!
187		Very caring the doctors listen to you and ask follow up questions.
190		I was very happy with my Doctor Cesar Duque. He takes his time with you. Is very knowledgeable in his field of medicine.
192		Because of Covid and doctors not taking new patients, plushcare made it easy and affordable to get my thyroid medication.  Every person I've spoken with is polite and helpful.  I was spacing out my medication because I was almost out and plushcare came to me rescue!
193		It helps to see a doctor on weekends and evenings online wo/emergency room visit. This is the best part.  Please continue to offer this!  Also, please consider payment plans or a lower price on the 1st visit for the uninsured.
195		I was on vacation when I had an odd pain develop. Being out of my home state, I didn't know where to look. So I Googled nearby Urgent Cares & Plush Care popped up first. I was a bit apprehensive but I signed up. I am so glad I did. I got the first appointment of the morning. Dr.Vugt came on promptly on time and helped me. I am so grateful for this site. Made my remaining days on vacation bearable.
196		I love them, cause they are there when you need them. The doctors are excellent.
197		It was a great experience will definitely use again if needed.
198		Very easy to use. Love my doctor he genuinely cares, and has helped me a lot. It's convenient.
199		Great appointment. The appointment was on time and easy to do on my phone. Dr. Merino was friendly professional, knowledgeable and helpful. She took the time to listen and then easily diagnosed and prescribed for thrush. I just love that I did not have to leave my house for a simple medical problem that was easily remedied! Thank you so much!
201		My call was right to the point the doctor actually listened to what I had going.. I don’t have any complains.
202		I am in between doctors at this time and do not feel comfortable in any medical facility or public places during the covid outbreak. I was able to consult with Dr Reich on line and get the medicine I was needing.  My only drawback to this situation was that they could not accept my insurance? I would recommend Plushcare to anyone needing a Dr visit. 😁👍🏻
203		Thankful for doing the heart study. It possibly could have saved my life. Flounder I have AFIB. TY
204		Easy and professional.
205		PlushCare is awesome!! I got a UTI in June and due to COVID I didn’t want to go to an urgent care so found PlushCare through googling. I signed up for the service at 4am (up due to said UTI) and made an appointment for 8:15am. The doctor dialed in right on time (Through video call) and asked a few questions to understand my situation, and by 8:20am he had sent a prescription to my nearest pharmacy, so I had antibiotics in hand at 9am. All without having to wait an urgent care and paying about 25% of what an urgent care visit would have cost. I got another UTI a few months later and scheduled an appointment with the same doctor, who reviewed my symptoms,  how my previous medication worked, etc. He again dialed in right on time and I had medication within 30 mins of the call.I highly recommend this service - it’s seamless, efficient, much cheaper than urgent care visits, and the doctors are caring and knowledgeable!
206		I needed to follow up with my doctor and the app made everything very easy.
207		The Dr. I saw I believe his first name was Rajid really not sure but he was very compassionate very knowledgeable and made me feel very at ease.   I am not a computer tech kind of person but it was very easy to access the service.
209		Never even knew the service existed. Very quick, efficient and professional. Thank you.
210		Excellent 5 star services
211		The doctors are knowledgeable and very capable in treating a persons ailments. They offer expert advice and treatment customized to your needs. The website is very easy to use and professional. PlushCare has concierge services. For example, helping you obtain a local doctor. A doctor who specializes in medicine relevant for your condition. PlushCare will always be there every step of the way. PlushCare  believes that everyone deserves a special attention.
212		Would use again and much better than going to urgent care where there is a lobby of other sick people.
213		Very comfortable  and efficient  experience
214		I absolutely recommend Plushcare Doctors they are excellent!!! I have three busy boys and I utilize their services all the time. You can schedule appointments to your convenience all without stepping foot into a doctors office and without the worry of being exposed to Covid!!! They take care of all my family’s needs and have Excellent Customer Service!!!
215		Can't be grateful enough for the plushcare app. I don't know what I would have done without it.
216		The APP was easy to use. I got to speak to a doctor within 30 minutes after signing in. Dr. Kristy Acosta was very thorough and pleasant. She ordered blood tests right away and gave me the prescription I needed for thyroid replacement medication. She followed up several times. I highly recommend Plush Care. Very Professional.
217		In the past the most of doctors I have seen all seem to follow a routine of  confusio in my opinion.  he doctors that I have spoken with at PlushCare have been up to speed before I talked with them and asked a lot more in depth questions.  Very fast, top quality physcian, and good advise.  I will continue to use them.  Thank you.
218		I love that I was able to make an appointment within a few hours.My doctor had a great bedside manner and made me feel very comfortable. When I had a follow-up question customer service was excellent. Overall wonderful experience.
219		Dr Haran is excellent at gay men’s health issues. Life saver
220		This was a great service.  Saved so much time and money.  I independently checked the doctor’s credentials after the visit: top qualifications.  I didn’t have insurance and payed cash. Saved so much.
221		So very helpful! Love having PlushCare as an option for my health care
222		PlushCare has been great for me! I’ve been able to get a lupus test done and my thyroid medicine refilled. I also have my primary care Dr. through PlushCare. My Dr.’s have been very compassionate and caring and took the time to listen to my concerns. Thank you PlushCare!
223		Very professional and solved my sinus infection
224		It was an awesome experience wherein I could get good care without leaving the comfort of my house! It was absolutely amazing!
225		Without plush care I wouldn't have my medicine right now!  I travel all the time and don't have an address. Thank you!!
227		Dear Plushcare,The services you rendered to me (consultation and rx) were excellent. In less than an hour from signing up, I received a thorough consultation and a prescription for antibiotics that was sent to my pharmacy and almost immediately available for pickup.I have endorsed you several times now. I will continue to use your service as necessary.May I ask that you stop asking me for my opinion? I have given you excellent reviews many many times now. Please stop. This is becoming annoying.Many thanks,Micaela
231		I had a great first time experience. Doctor answered my questions.
232		Very happy the district has this plan it beats going to the doctor and always waiting to be seen love it keep up the great work
233		My experience with Plush Care was just outstanding. Within 5 minutes your amazing Doctor diagnosed my situation and had a script already called in to our local pharmacy within those 5 minutes. Between 24-48 hours later I was completely cured of my out of control UTI.I have told my family about this amazing service, and to be sure, if something such as this should happen to me again. Plush Care is where I will be heading. It saved me a 25 minute trip to the Doctor's Office and onto to our Hospital Lab during a time when I was already feeling so badly. I'm better YIPEE... Thank you so very much. What a great team of service you have and provided us all with. Blessings and Peace, Lucinda M Lickver
234		Absolutely fantastic. I'll definitely be returning. My doctor was truly one of the best I've ever had. Attentive, detailed, concerned (I appreciate the follow-up call), wise and experienced. SO glad I reached out to PlushCare.
235		Great health care provider. very convenient quality service.
236		Wonderful service. No waiting in a Doctors office for hours. You make an appointment by choosing the date and time. The video visit is over the app. Extremely convenient ,time saving, and economical.
237		My experience was very good and professional, prescription was sent promptly to my pharmacy and was really pleased this being on a Saturday and not leaving my house
238		Dr. Garcia is great. Professional, highly-qualified and genuine cares.
239		Unbelievable how responsive PlushCare is.  Staff, doctors, amazing.
240		This is a credible source for medical assistance when you either are unable to go or cannot go to a regular visit. 100% recommended!
241		Excellent feedback and follow-through.
242		Fast professional safe service especially during the pandemic Dr was very professional
243		Great experience with PlushCare. Correct diagnosis, appropriate meds were prescribed, and now I’m feeling wonderful! Thank you so much for the excellent care!
244		I love Dr Klenk!  She listens and is good at explaining things .  I feel comfortable with her.  I love plush care
245		Excellent. Loved it every time I have used plush care !
246		Dr. Marks is one of the best doctors I have ever had. I am glad I found him.  Thank you so much!
247		I loved the care and how the doctor explained in detailed about my concerns. I felt comfortable and confident.
248		Simple to use. Virtual visit with doctor was seamless. Doctor was very pleasant and he went over test results in great detail.
249		I suffer from anxiety and depression so even a doctors appointment can be overwhelming. I am so grateful for plushcare and the doctors are very attentive and easy to talk to.
250		Great service - great doctor.  Very fast - will definitely be using them again.
251		I'm very happy that I saved so much time and money.  This was very easy for an issue that was immediate.  My great insurance covered my medications as usual and they arrived the same day as my appointment.  I'm very appreciative.
253		If you can’t get in contact with your previous doctor then this is an excellent alternative!  I was able to pick up my prescription within an hour!
259		Great dr, asked appropriate questions, easy to talk to, great follow through..amazingly easy
263		Today was my first time using Plush Care, and I would definitely recommend the service.  My physician, Dr. Christina Garcia, was professional and friendly.  From the registration to the video chat, I couldn't have asked for a more pleasant experience.  I absolutely love it!
265		PlushCare is an excellent service provider of the healthcare industry. Dr. Judith  Tessama was  my care physician. She is knowledgeable, understanding, empathetic and everything else you need a doctor to be. I recommend giving PlushCare and their excellent doctors an opportunity to help you during the COVID -19 epidemic. This is the safest way to go!
266		My doctor was AMAZING. Thank you for being there for me Dr. Scott!
271		Used Dr Thomas Wade with PlushCare appt today. Excellent on time, professional service. I was in a bind w/ bp medication refills. Was extremely satisfied..... my refill was at the pharmacy of my choice in one hour!  Really liked Dr. Wade.... thank you!
273		If I could give 6 stars I would DR. Riad Abdelkarim was superb highly recommend.  Thank you so much for helping me out
275		My son was caught in a perfect storm right before Memorial Day....primary care Dr retired, extremely bad throat and sinus infection, Sunday before a holiday and a very poor “minuteclinic” experience....Thank god for plushcare.com prescribing an antibiotic to cure him!  We owe you as a family....I’d give you a 100 stars if I Could!  Sincerely,   Roger W Wendel   (Sugar Creek, MO)
276		"Great service and very affordable and easy to use.  It helped me a lot during the """"Covid-29 Isolation period."""""
277		There are so many times when it is not convenient, nor necessary, to go to a doctor's office. PlushCare to the rescue! The doctor's have taken care of my concerns in every instance at a time that is best for me in the comfort of my own home. They have been knowledgeable, caring, and efficient.
278		The kindest and most compassionate Dr. I have met, Dr Natalie Marino has an amazing way to communicate and care about the patient. I'm grateful for Plushcare and her. I recommend 100%.
279		I used Dr. Marks as my Teledoc when I thought that I had the Covid virus. He was reassuring, very knowledgeable, and gave me exact instructions on how to handle everything. I feel very reassured and calm after talking to him. I can’t recommend him and the service enough. I also called back a few months later and he helped me with continuing issues. I highly recommend Him and this service.
282		It was easy to make an appointment and the Dr was wonderful.
283		Awesome, fast easy and friendly...exactly what I needed.
286		I ran out of my normal anxiety medicine and my therapist had not answered my phone calls or emails for the past few weeks. Panicking, I googled how to get a refill and CarePlush came up. Within an hour, I had an appointment, got my prescription filled, and my anxiety level dropped amazingly. This is a great service and I would highly recommend to anyone who needed their medicine filled.
289		They were absolutely a pleasure to work with. There were tech issues the first evening and so I had to re book for the next day. They didn’t charge my card for that first day, since there was a tech prob and they got the issue taken care of between 6:30 on a Saturday evening, and that morning at around 3 am when I booked another appt. I messaged the care team that Saturday night and by Sunday morning I heard back and everything was taken care of. The care team there was on top of their game and they were great!!  The doctor was absolutely nice! He listened to what was going on and what I needed. It was a great experience after the tech hiccup!  Will definitely be going back. And for the price, you can’t beat it. I didn’t have ins, so I also looked up prices on good rx and I called a local pharmacy that I knew had good prices, and I did this ahead of time so that I had the info for my pharmacy before speaking with the doc. Anyways, 2 thumbs up and 10 stars for greatness!!  Thanks again and I would recommend anyone to them!
293		I'm sure not every issue can be handled using tele-medicine, but Plush Care sure has made it easy and effortless when its appropriate for the circumstances.  I'm very pleased with the care and attention I received from the doctor I saw - he was a real person, with genuine concern for my concern.
294		PlushCare is genuine and in my honest opinion quite unique experience.  Some individuals like myself cannot afford to go to healthcare facilities.  If you are a person who knows their medical history and are in need of a physician to  refill your medications that is needed on a daily basis, then PlushCare is the right place for you!!!--K. Barnes
295		Great Enter action with Team and Doctors.Really Care about Patient .The next day follow up really shows you care.Thank you for Caring!!Angel
296		It was a simple and  convenient experience.
298		I highly like the services that we're offered to me. All questions were answered in a timely manner
302		Best experience! Fast and efficient
304		Excellent service, would recommend to anyone!
305		So easy, very professional, impressed by the doctors!
308		Always professional, caring and accurate. Thanks again
309		Honest helpful and straightforward person
310		They were available and accurate in the diagnosis and treatment. Greatly appreciated.
311		Thank you so much for being there for me. I will be call back again. The doctor was excellent. Thanks again.
312		Plush is easy to use. The doctors are friendly, caring, and knowledgeable. They are always prepared to make a correct diagnosis and help you to the best of their ability.
313		great care!  right on time and accurate diagnoisis
