doc ID,label,text
577,,The service is beyond comparison and the doctors are responsive to the patient's needs.  I have used Plushcare on more than one occasion and have no negative comments.  Keep up the good work.
578,,The doctor whom I spoke with was excellent! She listened patiently to my symptoms and asked very good questions in regards to my past health history and current health issues. She offered some good advice and further encouraged me to follow up with my primary doctor and set up appointments for further testing .
583,,I love that you can schedule a telephone appointment and the Dr is very prompt calling back. He was pleasant and very easy to talk to. He asked me many questions to cover everything dealing with my issue. The Dr was kind and friendly.
585,,I have used this serice twice now with excellent response and care. Both physicians that treated me were simply wonderful. I will continue to recommend Plush Urgent Care to anyone and everyone.
591,,The doctor made the experience comfortable and he help me get rid of skin problem that had been bothering me for a long time. I have recommended this service to many of my friends.
592,,Easy to talk to and very professsional.  Love it that you can call back if the condition worsens or the mess aren't working and you aren't charged for that. Love this service
594,,I was out of town and didn't want the local urgent care!  This was Easy!  On-time!  I chose FaceTime call and it was perfect!  Doctor was Very thorough and compassionate!  Issue solved in one call!  And the discount Rx card saved me $10!
599,,I found the doctor easy to speak to and very understanding of my condition he was able to articulate my condition and prescribed accordingly all together a very successful appointment and we could thoroughly recommend the plushcare clinic thank you
600,,"We were on the road and I had a terrible sinus infection. Couldn't find a clinic close by and saw plush care on line. The dr was kind, knowledgeable and professional! I would call again with no reservations at all."
601,,I am a very busy business owner that does not have healthcare nor time to wait at a med clinic for simple treatments for small problems. Dr Rudy was very thorough and handled my problem very efficiently and effectively. Thank you so much!!!
604,,Same day appointment to see a doctor for an infected cut on my finger. The doctor was friendly and the service was a breeze to use. I didn't have to leave work and got a prescription for antibiotics. Saved me a trip to an urgent care facility!
605,,"I was hesitant at first that this was all I hoped for but it was exactly what I needed. I made the appointment online, the Dr. called right on the dot, we spoke of my symptoms for 7 minutes, he called in Rx to my local pharmacy. Easy, fast, convenient. I highly recommend!"
608,,"Excellent service and so convenient. The only problem I had was that they didn't accept my health program, Humana, and that makes it too expensive for me to use as often as I would like to."
609,,"Love Plushcare! Was recently sick, running a high fever, afraid to drive myself anywhere. Used Plushcare, and an hour later a friend picked up a prescription for antibiotics, and I was all good. Thank you!"
610,,"Fast, efficient, easy, and even got a call back from the doctor the next day to see how I was doing.  Beats going in to the doctor's office any day for minor medical problems!!!Erica"
611,,It was nice being able to talk to the doctor over the phone and having an appointment time. It saved us from sitting in the ER for hours. I will be using Plush Care again!!!
614,,"Ive used PlushCare a few times now, it's so  convenient when you don't have the time to sit in an urgent care or emergency room. The doctors really listen to you and probe for details about your health concern before prescribing any meds. I have told many people about this service and stand behind their practice."
615,,"No driving, no waiting. You can schedule your appointment in the comfort of your own home. Great service for minor medical needs. The doctors I've talked to seem very well informed and knowledgeable. saved me time and money!!!! Thanks Plush Care😊😊😊"
619,,"I have received thorough and professional care for recurring or urgent issues - such as U.T.I., and filling a prescription while on vacation. PlushCare doctors take the time to make sure their diagnosis and treatment are appropriate. It's much more convenient and cost effective than a brick and mortar urgent care."
629,,"So fast, easy, efficient and better than Dr.s I have seen in person.  The Dr. listened to my issue,  offered a solution and it was one that worked. Well worth the money and much cheaper in the long run than dealing with a lot of unnecessary tests, etc..."
637,,"Was nervous about using online doctor, but very professional and caring.   What I was dreading turned out to be a rewarding experience.   Dr was helpful and caring.   Would definitely use again."
638,,"Was traveling and had a gout attack.  Looking for an urgent care and found PlushCare via a Google search.  Downloaded the app, made an appointment and was having a videoconference with my doctor within an hour.  I would use this service again in a heartbeat!"
639,,Just relocated to the Sacramento area and haven't established new medical care. My daughter got a sinus infection and this service made a getting care very convenient that otherwise could've been much more difficult not knowing where to go.
645,,I have used plush care several times consulting doctors for different issues. I can say without hesitation that there are some of the finest doctors I have ever spoken with and are very knowledgeable.
651,,I made an appointment online with PlushCare and it was simple and easy to use! Talking to the doctor over the phone and not having to make my way in for a visit to be diagnosed and treated was really convenient!
653,,Couldn't get in to my local doctor.  Found this place after a quick search.  Booked an appointment and was seen in less than hour.  Everything went well and I was prescribed what I needed.  This experience was infinitely better than my normal waiting 2 hours to be seen by a nurse or physicians assistant at my doctor's office.
654,,"This is exactly the sort of thing I wish someone had thought of years ago.  This way, I didn't have to wait in a waiting room and give other people my germs (and be exposed to theirs!) when I'm sick.  I just booked an appointment online, the doctor called and prescribed the appropriate medication.  Couldn't be happier."
656,,I had contacted PlushCare because I had a rash in an embarrassing location. By being able to video chat it made me feel more comfortable and I was able to get medicine and my rash cleared quickly. Thanks doc!
659,,I went to Plush Care for an upper respiratory ailment. Their diagnosis was spot on. And their attention to detail and care was far beyond what I typically receive at my local doctors office.
666,,"I was sick with a cough, sore throat and ear ache. I spoke to a doctor within 45 min. And I had my prescriptions within the hour. Thank you PlushCare and Dr Mark Allan for excellent service. I will recommend PlushCare to EVERYONE!"
685,,Couldn't be any happier with my experience. Great staff that was extremely helpful and accurate. Everything was done in a very timely manner!! Will be telling everyone and anyone I can about PlushCare!
688,,"I had a common medical problem and used plush care after a recommendation from a friend. I was a bit skeptical at first but it was a great, comceiment service. Setting up the appointment was easy and I spoke to a doctor that day from my home."
697,,"This was the easiest doctors appointment I've ever booked. I was able to make an appointment for the same day, talk to the doctor and get the help I needed. This is something that I will definitely use in the future and recommend to my friends and family."
704,,"Easily one of the best services I have used. Seamless end to end, super fast, if I could rate this service higher I would. Doctors were punctual, professional, and I was diagnosed in no time."
707,,"George was thorough, caring and knowledgeable. Being VERY wholistic myself, I liked that he recommended every possible remedy before resorting to drugs. I love the free follow up if necessary, and saved AT LEAST $165 over a walk-in clinic. I will definitely use them again if I have the need to."
710,,"Dr. Marks was professional, courteous, and explained every step of the process. He even went out of his way to find a 24 hour pharmacy in my area to send my prescription to. He went above and beyond my expectations. Patrick at the call center was also very helpful with setting up the appointment."
714,,"Tried calling my regular doctor who only had an appointment 2 weeks away.  Instead called Plushcare and scheduled a appointment, talked with a doctor, and got a prescription all in ONE DAY!  Finally technology has caught up with modern medicine to make the entire process quick and easy."
717,,"They were very concerned about my problem. I drive large vehicles, and they even found places along my route that I could park in. Had to have 3 different meds phoned in and there was no problem. Everytime I was in a different state and no sweat it was called in and buy the time I got there it was to"
719,,Going to the doctor has always been a pain for me so this service is awesome. I've also subscribed to it for my children through the Indiegogo campaign but have not yet needed to see one of their pediatricians which I'm confident will be just as great and it provides me with a sense of security.
720,,"I couldn't believe how quick and easy it was to create an account and schedule a same day appointment! Best of all, I was feeling back to normal before the first available appointment with my PCP. Thanks PlushCare!"
721,,As a sales executive I'm constantly on the move and my schedule has never aligned well with making doc's appointments. I recently caught pink eye and the PlushCare team diagnosed it and provided me with a prescription from my hotel room. Phenomenal and will be using them for here on out!
722,,"Plushcare is a hard working team that's focus is always on you.  The team is constructed on professionalism, integrity, and perfection.  During the whole process, you truly feel that you are being taken care of and your time is being respected; I would recommend Plushcare to my mother."
726,,They took the time required to understand my specific condition and were able to suggest a personalized course of treatment. The entire visit (virtual) inspired confidence and I will return to this company without hesitation.
727,,"My biggest deterrent from addressing medical issues is the inconvenience and hassle of delays and waiting at a doctor's office.  During my virtual appointment with a Plush Care doctor, the doctor was prompt and friendly, then listened, diagnosed and resolved my situation."
728,,What a great service!  I'm so glad to have PlushCare.  I can now see a doctor on my schedule without the hassle of waiting in a room full of sick people.  No more waiting or taking time off work for appointments.  Thanks PlushCare!
733,,Plushcare was suggested to me by a friend when I was complaining about trying to get an appointment at my doctors for a routine visit. It was easy to sign up for and I got to talk to the doctors on my schedule. Definitely something I would use again in the future.
739,,I hate going to the doctors so this for me is PERFECT. Most of the time I just have a cold or something easily diagnosable.... so this service has been super helpful.
743,,I made an appointment online and spoke to a fantastic doctor from the comfort of my home. He sent a prescription to Walgreens for immediate pickup. I would recommend this medical care to everyone for urgent care type issues.
