doc ID	label	text
37		I wanted a convenient and reasonably priced option for visiting a doctor without having to go to an in person visit. As someone who usually uses urgent care, this site offered everything I was looking for. I easily set up an appointment and met with a doctor. The doctor was wonderful and was able to quickly find solutions that worked for my ailment. I am so glad that this option exists for us. I will be using this site again for any future ailments.
44		I am very happy to have found PlushCare. Someone who has not seen a Dr. in many years it is hard to find a Dr. in my area that will except a person with out insurance. I am going to be 65 in March and have been waiting for my medicare to become effective. Not only is PlushCare affordable for me but I found a Doctor who listens to me. I will be using PlushCare for as long as possible. Thank you for being here.
50		I like the concept of Plushcare a lot. The Doctor I choose as my primary is fantastic. What Im not happy with is if something is wrong, such as, your prescription is misread and or inputted incorrectly and the pharmacy needs it corrected or has questions and you send a message to plushcare to resolve it it may take 24 to 48 hours to be resolved. This is completely unacceptable and needs to be fixed! There needs to be a way for a pharmacy to be able to contact the doctor quickly.
53		I am so happy to have this service available to me.  The doctor was friendly and efficient. I needed a refill on my prescription as I had moved to a new state and hadn’t yet found a new doctor. She asked me the relevant questions and spent about as much time with me as my previous doctor had! I will stick with her as long as I can.   Quick and professional. Recommended highly.
72		I drive over the road all over the country I was kind of afraid to walk into a walk in clinic and I have to say the doctor who attended me over the phone on face chat did a marvellous job very nice to care of me on a very personal level which I felt comfortable and yes I would use their service again
101		This was the first time I'd ever try an online, virtual Dr. appt. You have a choice of doctors w/their bios, easy to choose appt slots and they take take insurance. I realize that not everything can be handled virtually, but this is a great alternative to going out during the pandemic. I had a UTI and the Dr quickly diagnosed it and sent the prescription to CVS. Totally an A++ experience.
115		I never received the results from the sed test that was ordered for me. I was asked to provide a full medical history to the MD treating me, which I spent a good amount of time creating and then emailed in, and never heard back a thing about it...and my last two appointments were completely missed by the MD with Plush care emailing me 30 minutes after the start inviting me to reschedule. Got the message...you don't have time for patients either, just like my MD IRL...
116		This was my third time using plushcare. The other two times were awesome I told all my friends. However I was placed on quarantine by Dr.Saja Magid. She never gave me any prescriptions to cure the problems, she sent me paperwork to get tested for Coronavirus. I gave them the same paperwork she gave after an hour and 30 minutes later I was told the paperwork wasn’t any good. They advised not to go to the emergency. I went back home quarantine 10 days. After that I was suppose to go back to work. I have an email stating I couldn’t go back to work until I take the coronavirus test. After I take the test at cvs by my house I asked her for a doctors notice she didn’t want to give it to me, for the same week she told me I couldn’t go back. After she fixed that issues several email later. Prudential needed her to fill out paperwork about my time off for I can get paid. She refused to fill it out. Now I’m stuck and can’t get paid until for 3 weeks.
120		"Due to Covid, I only had a """"virtual visit"""" with my primary care physician last Spring. After listening to my heart she would've done an EKG an found the afib, but she couldn't because it was well . .  a virtual visit. If not for the FitBit Heart Study, I wouldn't have known about my afib~!! I've had heart failure in the past, and recovered fully, but no history whatsoever of afib. FitBit sent me the heart monitor, which I wore for 10 days. I had a virtual visit with PlushCare's Dr. Jennifer Huldin where she informed me that I was in afib 100% of the time and advised me to call my cardiologist asap, which I did. He immediately put me on blood thinners. I am so very Thankful to the FitBit Heart Study and Plushcare's Dr. Huldin. If I'd waiting until covid was over to have an echocardiogram who knows, I might not have survived~! Thank You All So Much~!!"
128		I am 100 percent satisfied with PlushCare Vitural Healthcare. My first time using PluahCare was a world away from previous experiences elsewhere. It was good to be treated with professionalism and care. I cannot say enough good things about PlushCare and would choose them over any other medical professionals I've been to in the past. I am so happy with everything about them and recommend them to anyone needing to see a physician. I cannot say enough good things.  Love love love them.  Thank you so much.
131		I was having a really bad sinus headache and my own doctor would not see me because of covid so I needed a doctor appointment at the time NOW. So I found there link while searching for a new doctor and I was so relieved to be able to make a vitrual appointment and receive a pecription and be on the road to recovery within 2 hours.The virtual Doctor was very nice and caring thank you for this service.
154		I am very happy I found you.  I had Covid-19 and my doctor did not have tele visits Saturday and he was not going to any tele visits till Tuesday.  I don't know why but he was not there for me. I was very ill and doctor gave me the right medications, had I waited till Tuesday for my doctor I probably would not be alive now.  Thank you for everything you do.  Please keep up the good work helping people with COVID-19.  I have been referring my friends to you.
158		I love PlushCare.  The fact that I don't have to leave my home to go to a Doctors Office is very comforting and makes me feel safe during these trying times.  I have been seeing Dr. Allan Marks for any health concerns and prescriptions and he has answered all my questions with professionalism, has a listening ear and great bed side manner.  I highly recommend this virtual service.
171		I was suffering from a pinched nerve in my neck and was in lots of pain with a numb left arm when I called.  Dr. Nancy Rolnik was very helpful and kind. She was thorough in asking questions and was immediately comforting to know I have access to such a knowledgeable and thoughtful professional with the ease of a simple video call. I would absolutely recommend Plush care services and I believe  Dr. Nancy Rolnik is a stand out when it comes to being helpful and accurate. THANK YOU PLUSH CARE!  AND THANK YOU DR ROLNIK!
175		Hi my neurologist refused to fill my script she said get it from your provider I didn't have a provider I started to look for one and came across plushcare get your script in 15 min so I called and spoke to Dr Smith I was having very bad anxiety I was at my limit couldn't take one more day he saved me within a few hours I was feeling better I even told my kids how great plushcare is.
177		When I could not get in to see my primary doctor, and knew I did not want to go sit and wait at the ER or Urgent Care, I decided to give Plush Care a try.  I was overwhelmingly impressed.  Within 20 minutes of making an appt., I was online speaking with a physician.  He wanted me to go to lab and have test done.  I left immediately after our online visit.  When I arrived at the lab, my orders were already there.  When I went to pick up my meds, they had already been ordered and were being filled.
194		I was on vacation when I had an odd pain develop. Being out of my home state, I didn't know where to look. So I Googled nearby Urgent Cares & Plush Care popped up first. I was a bit apprehensive but I signed up. I am so glad I did. I got the first appointment of the morning. Dr.Vugt came on promptly on time and helped me. I am so grateful for this site. Made my remaining days on vacation bearable.
198		Great appointment. The appointment was on time and easy to do on my phone. Dr. Merino was friendly professional, knowledgeable and helpful. She took the time to listen and then easily diagnosed and prescribed for thrush. I just love that I did not have to leave my house for a simple medical problem that was easily remedied! Thank you so much!
201		I am in between doctors at this time and do not feel comfortable in any medical facility or public places during the covid outbreak. I was able to consult with Dr Reich on line and get the medicine I was needing.  My only drawback to this situation was that they could not accept my insurance? I would recommend Plushcare to anyone needing a Dr visit. 😁👍🏻
204		PlushCare is awesome!! I got a UTI in June and due to COVID I didn’t want to go to an urgent care so found PlushCare through googling. I signed up for the service at 4am (up due to said UTI) and made an appointment for 8:15am. The doctor dialed in right on time (Through video call) and asked a few questions to understand my situation, and by 8:20am he had sent a prescription to my nearest pharmacy, so I had antibiotics in hand at 9am. All without having to wait an urgent care and paying about 25% of what an urgent care visit would have cost. I got another UTI a few months later and scheduled an appointment with the same doctor, who reviewed my symptoms,  how my previous medication worked, etc. He again dialed in right on time and I had medication within 30 mins of the call.I highly recommend this service - it’s seamless, efficient, much cheaper than urgent care visits, and the doctors are caring and knowledgeable!
210		The doctors are knowledgeable and very capable in treating a persons ailments. They offer expert advice and treatment customized to your needs. The website is very easy to use and professional. PlushCare has concierge services. For example, helping you obtain a local doctor. A doctor who specializes in medicine relevant for your condition. PlushCare will always be there every step of the way. PlushCare  believes that everyone deserves a special attention.
216		In the past the most of doctors I have seen all seem to follow a routine of  confusio in my opinion.  he doctors that I have spoken with at PlushCare have been up to speed before I talked with them and asked a lot more in depth questions.  Very fast, top quality physcian, and good advise.  I will continue to use them.  Thank you.
226		Dear Plushcare,The services you rendered to me (consultation and rx) were excellent. In less than an hour from signing up, I received a thorough consultation and a prescription for antibiotics that was sent to my pharmacy and almost immediately available for pickup.I have endorsed you several times now. I will continue to use your service as necessary.May I ask that you stop asking me for my opinion? I have given you excellent reviews many many times now. Please stop. This is becoming annoying.Many thanks,Micaela
232		My experience with Plush Care was just outstanding. Within 5 minutes your amazing Doctor diagnosed my situation and had a script already called in to our local pharmacy within those 5 minutes. Between 24-48 hours later I was completely cured of my out of control UTI.I have told my family about this amazing service, and to be sure, if something such as this should happen to me again. Plush Care is where I will be heading. It saved me a 25 minute trip to the Doctor's Office and onto to our Hospital Lab during a time when I was already feeling so badly. I'm better YIPEE... Thank you so very much. What a great team of service you have and provided us all with. Blessings and Peace, Lucinda M Lickver
251		Whole visit took around 1 minute, it was really quick but I only wanted prescription which I HAVENT RECEIVED after. Doctor hasnt order any medication for me and it hasnt been changed during whole next day so ive asked for money refund. Im running out of pills and here i wasted 2 days of waiting, 10$ and my insurance will be charged. Scam... shame on you.
253		I will give this two stars because all doctors were nice to talk to.  However, since experiencing this online care, it seems like a fiverr for doctors.  You'll go through a list of them because you can never find the same one in the new rotation, at least I never did.  Further, after speaking with a few different doctors, you're always encouraged to contact them, text through the app, email them back after the appointment if you have questions.  None of them replied.   That's it for me. Canceled and demanded a refund.  I now realize it basically urgent care online until you get your own solid insurance. Healthcare is changing rapidly so there are so many options.
254		When signing up on PlushCare I thought their pricing was straightforward & w transparency. Unfortunately here is Another company that tries to get more then they should. When signing up - I paid their first $99 for the first appointment, understandable, then my (2) monthly $14.99 fee. BUT After 60 days they require another appointment of $69 to continue your script. What?Doesn’t seem fair or Koesher does it? If you’re getting an antidepressant script w plush For a year w all their fees is $700. Go see your local doctor. A hell a lot cheaper!
255		took my money, said that my problem was to much to deal with.  i asked for a referral to someone else and the response was. set another appointment.  so basically pay again. so 200.00 just for a denial and maybe a referral? i feel scammed . Now its been two days ive been hiking through a national forest. maybe another two until i reach a real Dr. 135 miles im hiking when all i needed was some antibiotics. I do not recomend you use this if you have anything more then a sunburn, or a refill on your pain meds. even thats iffy. good luck. dont die like me. just get to a real Dr first.  The receptionist was really nice though. she actually was concerned.
256		Absolute worst experience with tele-health. My insurance company uses PlushCare, but it took forever for PlushCare to apply my insurance. It was constant going back and forth between my insurance company and PlushCare. What was more frustrating was that they made me the middleman. In addition to my insurance issue, my doctor was a no show for TWO appointments. I know I could visit another physician, but it is still just a terrible experience if I want to see a specific physician again. But wait... I'm not done. My physician gave me a referral to see a specialist. I filled out the form after the appointment to complete the referral with the promise that the PlushCare team will be in touch to complete the referral. No one has been in touch, and it has been over 5 days (3 business days and 2 weekend days). Fortunately, my insurance allows me to visit a specialist without a referral, and I won't have to deal with PlushCare to complete the referral. The idea of PlushCare is great, but they dropped the ball so many times that I would never recommend this to friends and family.
257		Plushcare seems to be a waste of time and nonsense. I  inquired with Plushcare AFTER receiving an email from them regarding colorectal  cancer and Cologuard. Just by coincidence I had been trying to a get a prescription for Cologuard. When I looked and called regarding the background of their doctors , none was a gastroenterologist. Since they claimed to take various insurances, I asked if they took Medicare. They do not. Many people who develop colorectal cancer are older and possibly seniors and therefore use Medicare. In the time of Covid ,when it is difficult to get medical appointment, why are organizations like Plushcare wasting people's time with such junk
261		The website is outdated and could not find my physical address.  My address has been on google maps and similar apps for years.  They don't mention what time zone the appointment is in.  They don't say when their reps will be available to take a phone call and what time zone.  If they correct these issues they will get 5 stars from me.
266		Booked an appointment and The doctor had someone give me a call after they charged my card to tell me she couldn’t prescribe me antibiotics for an abcess on my chest that I let her know I have had come back for years and when I go to the hospital they ask if I want it drained or to try antibiotics yet she says she needed a physical exam. It was definitely a waste of my time I don’t understand what they could possibly do over the phone if she wouldn’t even take a look at the abcess or prescribe the antibiotics as if it’s addictive which IT IS NOT. Definitely don’t think this is the best or very legit.
268		"Gold Stars for physician quality based on my experience w 2 Plushcare MDs in 2019. But Red Flags for Plushcare's sneaky """"monthly membership"""" fee, $9, a 'membership' I never authorized, but they've been skimming from my bank acct since my second and last appointment, 12/2019. Not cool. Now cancelled (with confirming email, which is more than I got confirming 'membership).' No trust. Will change bank acct too. Hassle."
271		My doctor was excellent, but the payment system was horrific... borderline insurance fraud. The cost was advertised to be $20 with insurance (which I had) and $50 without. I was told after making my appointment, the cost would be $99. I was okay with that, but THEN my insurance was also billed $199 for the visit and then another $134 for the “health assessment survey” I was REQUIRED to fill out. Absolutely ridiculous.
273		I have some sort of urinary tract infection.  I was told to go in for a urine test, which is an additional $135.  The cost is fine, but the next day I was told I would need to wait 3-5 business days for the test results before I could receive any medication.  This is an unacceptable wait time.  On the positive side, everyone I spoke to was courteous.
274		My son was caught in a perfect storm right before Memorial Day....primary care Dr retired, extremely bad throat and sinus infection, Sunday before a holiday and a very poor “minuteclinic” experience....Thank god for plushcare.com prescribing an antibiotic to cure him!  We owe you as a family....I’d give you a 100 stars if I Could!  Sincerely,   Roger W Wendel   (Sugar Creek, MO)
278		I used Dr. Marks as my Teledoc when I thought that I had the Covid virus. He was reassuring, very knowledgeable, and gave me exact instructions on how to handle everything. I feel very reassured and calm after talking to him. I can’t recommend him and the service enough. I also called back a few months later and he helped me with continuing issues. I highly recommend Him and this service.
285		I ran out of my normal anxiety medicine and my therapist had not answered my phone calls or emails for the past few weeks. Panicking, I googled how to get a refill and CarePlush came up. Within an hour, I had an appointment, got my prescription filled, and my anxiety level dropped amazingly. This is a great service and I would highly recommend to anyone who needed their medicine filled.
287		"I've been using PlushCare for over a year and it had been wonderful, and the convenience and the doctor I usually see has been great.  I've never been charged a """"subscription fee"""" in that time until this month when I noticed $14.99 on my credit card.  I searched my spam and trash to make sure I didn't miss a notice of this new fee, and didn't find a single thing.  This is fraud to start charging a subscription to existing customers without notice!  Then I investigate, there is no way to cancel in the app and it took me quite a few minutes to figure out where it was on the website.  Your service has been great, but I'll probably be looking elsewhere now due to these shady practices."
288		They were absolutely a pleasure to work with. There were tech issues the first evening and so I had to re book for the next day. They didn’t charge my card for that first day, since there was a tech prob and they got the issue taken care of between 6:30 on a Saturday evening, and that morning at around 3 am when I booked another appt. I messaged the care team that Saturday night and by Sunday morning I heard back and everything was taken care of. The care team there was on top of their game and they were great!!  The doctor was absolutely nice! He listened to what was going on and what I needed. It was a great experience after the tech hiccup!  Will definitely be going back. And for the price, you can’t beat it. I didn’t have ins, so I also looked up prices on good rx and I called a local pharmacy that I knew had good prices, and I did this ahead of time so that I had the info for my pharmacy before speaking with the doc. Anyways, 2 thumbs up and 10 stars for greatness!!  Thanks again and I would recommend anyone to them!
289		"I have been reading these reviews, and I reserve my option to give them four or five stars, instead of three.  I do applaud them for giving people an opportunity to voice their reviews here about Plushcare.  I don't consider myself stupid, I have a college degree and a master's degree but somehow I  was led to believe that this was a.doctor's """"visit.""""  I stepped on a large staple, and it was embedded in my heel.  It was a Saturday night and I didn't want to go to the emergency room. We all know how that goes. I needed it removed. ( I explained all of that in the description/instructions) It was only after I paid the $99, did I see the Sunday a.m. appointment was a """"video"""" visit. Obviously, you can't remove a staple through a video visit.  Perhaps, my bad.  Well, I spent the rest of the night and early a.m. calling everywhere and sending emails everywhere to cancel this visit.  Finally, the next morning, I received an email from Plushcare, advising that I needed a person to person visit and that they were going to cancel the video visit and issue me a credit/refund. (To appear on my account within 10 days).  My complaints, are as follows:  Much of all of this was run through Algorithms, although understandably, all on off hours...Somehow, I believe I was DECEIVED into thinking this was going to be an in person visit and not a video visit. Why will it take 10 days for the credit to appear on my account?   The cancellation was made mere seconds after the charge.  (As people say money is very tight these days).  Also from reading all of these reviews I don't want to be charged $14.95, nor do I want to be a member at this time.  So, I hope that doesn't occur.  Plush Care certainly has a place in our business world, and no doubt is a great service for those people needing such a service.  But it didn't happen in my situation.  I will revisit this review upon a successful conclusion."
296		"Great service to start  (2 months ago) . I had a back injury and without Insurance needed to see a doctor. The doctor was great, and the appt quick . Issue resolved.However , one month later I was charged 14.99$. This is apparently their recurring fee once you sign up. I was unaware.No matter, the fee was charged and I called to cancel the service . I did not ask for a refund . I sat on hold for 30 minutes waiting to talk to someone . This is due to how they have set up their app and website (which don't allow you to cancel without calling ) it's a scheme to make it more difficult for customers to cancel the service. I'm sure one of their reps will respond and say """" the app currently doesn't allow you to cancel but you can do it on a desktop"""" . FALSE. I tried the app to no avail and tried the desktop only to be told that the system was unavailable to cancel at the time and I must call.So....anyway.... After my 30 minute wait I spoke to someone who assured me that the service would be cancelled . Add another 15 trying to cancel and I've spent 45 minutes trying to get something very simple accomplishedThe end .Just kidding. They charged me again this month .... After all that . So, I've sent an email and called my credit card to dispute he transaction. It's not about the 15$. It's about the lack of customer service and apparent disregard for my request to cancel . I signed no prolonged contract.I doubt any of that will make a difference , and I'll probably have to call and wait ...again.I figured the only control I have (without changing my credit card numbers) is to leave a review and show others how they've treated me.In the end this company does nothing but set up the appointment through the app. That part is great but apparently needs to be done by someone else . This should be a per appointment fee, not a recurring charge . I don't mind paying for the set up.I don't have your company on retainer and you've done nothing to help me at all.... The doctor did ."
299		i Rated a 4 due to there were appointment time slots that were listed but once you click on the time the time slot wasn’t available and I also feel the cost of the office visit was too expensive during a pandemic for an online appointment.  I also sent the attending HCP a follow up message there was no need for a follow up visit but I still received multiple messages from a different HCP regarding a follow up appointment.
302		Great assessment and initial service by the physician who ordered my test, but very disappointed to learn that they received my lab results from LabCorp at 7am on Friday morning and it's now 600pm on Monday and they still haven't delivered my results or answered my messages.  As a Quality Assurance RN, this is NOT acceptable!  They also send me multiple marketing emails (SPAM) daily, but can't deliver my results.  I think this company jumped on the telemedicine bandwagon and is trying to capitalize on the Covid-19 pandemic and I will make it my mission to have them thoroughly investigated and shut down!!!
313		This is truly a fake service and they just want your money. I got charged for $99 on my first visit even though I had insurance. I was suffering from possible Covid19 and my online visit took about 10 minutes! I am now being charged monthly payments and there is no way for me to cancel. They don't answer phones or emails, and their online website does not work. THIS IS TRULY A SCAM, PEOPLE!!! I have to call my bank and ask them to block them from taking my money. Shame on you for doing this in this hard time when America is not in a very good condition.
314		My experience with Plush Care was amazing. I was down to my last 5 days of medication and was dreading trying to see my pcp because she has been reluctant to refill my anxiety medication. I was able to get a same-day appointment with Dr. Cleary at 8:15pm, which was super convenient with my work schedule. The appointment was efficient and I felt like Dr. Cleary set me at ease about the process with Plush Care. As a skeptical person, I admit I wasn’t sure how quality the services would be as this was my first time using a telehealth provider. However, I must say Dr. Cleary was extremely knowledgeable and even expressed an interest in discussing my other medical conditions, which made me feel that my visit was not just about throwing medications at a problem, but rather reaching a consensus about a long term treatment plan. His approach was very comprehensive, addressing my medical history as a whole. In the end, I was able to get my medication refilled and I left the appointment feeling assured in the care I received and I can honestly say I look forward to following up in a few months.
315		My lung specialist wanted me to come to his office in the medical center of the hospital. Probably wanted his $500.00 fee at my Health Risk. I called Plushcare rep. very nice lady. 5 maybe 10 minutes later we were done and I had an appointment for 1:30 following day and the doc called on time very nice guy got my prescription for Symbicort  and I asked him if he could prescribe Mucinex so maybe insurance might cover it if a doc says I need it. The reviewers who gave a bad reviews are probably looking for looking for dope. I read their reviews and you can't get dope without seeing a doctor. One said this is a scam. That person doesn't have a clue. I had my prescriptions in 4 hours. 3 1/2 hours was the wait was the pharmacy.
316		Outstanding service for my first telehealth appointment. I'm a registered nurse in NYC, and my internist is occupied with his critically ill patients. Dr Panach was amazing, caring and thorough. Great to speak and see your doctor. She was on time, and took her time to ask and answer questions. Called in my prescription to my own pharmacy.  So convenient. Its important to understand to log into the app using your email and password. Then you can facetime the doctor you chose. Highly recommended!!!!
317		I posted a review this morning in regards to my appointment video being shut down multiple times while speaking with my doctor. (The physicians at Plushcare are really great!!) I received a reply to my review from a Plushcare team member who was very concerned and assured me that the issue was being attended to. I am very appreciative to her response and care in this matter. It is with gratitude that I am gladly editing my review. Thank you, Veronica, for caring for my health as well as others for whom this has impacted
318		At a time when America is in a very bad way theres nothing worst than SCAMS. Since our Hospitals are being over run with patients these kind of scams come out. PlushCare is a fake service. They want your $25.00 DONT DO IT! These are the kind of companies that fiend on ppls pains & desperation's.  There reviews are all most likely fake. Trust me what I'm saying I tried to use there service but they lied & cancelled it.   Stay with your family doctor any doctor you find on line like these people are surely FAKES!  Stay away they want your money, & sick  desperate people.. Stay far away!  God Bless Us All From Scams Like These degenerates.
319		STAY AWAY.  My grand daughter who is 2 was prescribed the wrong dosage of medicine 2 times.  The dosage was to high.  The first time she vomited multiple times  ∵ her parents thought it was correct.  Then my daughter called and spoke to another MD who said he was a pediatrician and he sent a script to the pharmacy for another antibiotic.  Since I’m a healthcare professional I reviewed it & the dosage was more than twice then what she was suppose to receive.  It could of killed her and caused her major health problems.  My daughter found the old prescription from her regular pediatrician which had the correct dosage on it.  This just confirmed how wrong this telehealth MD from this firm was.  DO NOT USE THIS COMPANY.  Always check dosages before giving meds to your children.  They have to be calculated using their weight.
321		I was so disgusted with this service I would never recommend it to anyone. My daughter is a college student 3 hours from home and has been suffering panic attack and OCD issues. She has a counselor on the school staff but they cannot write a prescription. I called plushcare on a Sunday evening and sat on hold for 45 minutes, I then spoke with a representative and asked point-blank if my daughter scheduled an appointment will she be able to talk to a medical professional that could write her prescription for something like Prozac, I was told yes. She booked an appointment for 12:30 the next day and was really looking forward to it. She got a message 15 minutes beforehand that they cancelled her appointment?! I called and spoke with another representative and he just simply said the doctor reviewed her information and said she needed to see a physician in person?! I have a child on the verge of a nervous breakdown, she was really looking forward to speaking with professional and getting a prescription and they pulled the rug right out from underneath her.
322		This was my first time using the app & service. The rxperience was so wonderful. So easy, the doctor was very nice & understanding.  We were both experiencing  technically connection difficulties due to weatherIm sure he called me to finish the live chat. Called me in medicine. I will chevk back in about 3 wks to see how things are going and the price will be half of todays visit. I didnt have to take off work, called in for the appt on a sunday. I mademy appt sat for a sunday appt at my convenience. Overall I give Plushcare a 5. Id give a 10 but thats not an optiin. Thank you!!
323		Easiest appointment I've ever had and Dr. Marks was wonderful. He was kind, personable, and showed genuine concern for my well-being. I will use this service whenever possible. This was by far the easiest doctors visit from scheduling to picking up my prescription that I've ever had. Would recommend to anyone needing a doctor on short notice. It took 13 minutes out of my work day, rather than several hours - which helped to alleviate my stress. I had none of the issues waiting around that you usually do with a doctor's visit. Overall I'm thrilled with this website!
324		I am extremely pleased with the services PlushCare provides, and especially pleased with Dr. Tina Wu (Northern California) who I recently had an appointment with through PlushCare. I have never used any online health care service provider before and was unsure about how PlushCare worked or how complicated the process might be. I was extremely pleased with my entire experience and amazed at how quickly and easily I was able set an appointment to meet with Dr. Wu (within an hour of signing up) and get my prescriptions renewed immediately. I was very happy with how easy it was to complete the online information and to meet with a physician via video chat using my iPhone without driving anywhere or waiting to see a physician in person. I also appreciate Dr. Wu's undivided attention during our call, the excellent advice and feedback she gave me, and the fact that she answered all questions I had regarding a number of health related issues. I also greatly appreciate the fact that Dr. Wu was available to take a call from my pharmacy to approve a slight adjustment to my prescription because the pharmacy was out of one of the medications prescribed. I found the price to be very, very reasonable, especially for the level of medical service provided, and the cost to use PlushCare was actually far less than it would have cost me in time and fuel expenses to drive to an appointment and wait to see a doctor to achieve the same result. Based on my excellent experience with PlushCare, I would definitely recommend their services to anyone who is in need of medical care -- with or without healthcare insurance -- and would definitely recommend Dr. Wu for anyone seeking excellent medical care/advice in California.
325		I can't describe how awesome and convenient this service is for me. I had the pleasure of having Dr. Klenk as my physician, and her assistant. She helped me tremendously with getting enrolled on a medication program and was so thorough and showed honest concern for my health and well being, she's actually the best physician I have ever had.  Amazing app and amazing Dr, thank you so much!
330		Dr. David Dante was extremely helpful when it was a really stressful time with pneumonia. I had been in and out of the hospital, but needed some advice on whether I should go back to the ER or go to urgent care. This service is great! Perfect when I'm traveling and need a prescription refill or need to see a doctor.
334		Read the reply and you will know what I am talking about. I do not take controlled substances, however, Plushcare thinks otherwise. (Lol)If you are searching for an online doctor, avoid Plushcare at all costs, and sign up with Amwell. Amwell may charge $199 for the initial consultation, however, it goes down to $95 from the second visit, which makes it more economical than Plushcare in the long run. I was utterly disappointed and disgusted by the way Plushcare agents reacted to my questions. Plushcare lack accountability, professionalism, and courtesy. Plushcare may promise you the world, but fails to deliver what they have promised. Quality wise, Amwell is much more higher and when I got fed up with not getting anywhere with Plushcare, I immediately signed up with Amwell within just a few minutes, and got my consultation the same day. To be specific, Plushcare agents don't have time for you. I highly recommend Amwell, which is very helpful. Just no comparison to Plushcare.
335		This is a fantastic service! I am Canadian and was travelling to San Diego for a conference. I developed respiratory issues on the flight out due to the air conditioning system being stuck on full heat the entire journey. By the time I reached San Diego, I could hardly breath. I discovered Plushcare on a google search for medical care and made an online appointment. I received a response for the doctor on schedule. He reviewed my symptoms and my history of chronic respiratory issues. A prescription was sent to a pharmacy 2 blocks from my hotel. Within a couple of days, I was starting to feel great relief and by the time I returned to Canada, the issue was mostly resolved. I highly recommend Plushcare.
336		I am without insurance which is unknown territory for me. I woke up with pain in my eye, knowing the symptoms of a corneal ulcer. I considered going to an urgent care but found PlushCare when googling. I read the reviews and paid $99For an appointment with Dr. Stephanie Anderson. I used the app to connect to Dr. Anderson. She’s was kind, thorough and I felt like I was there right with family doc. In 10 minutes we addressed my eye and my regular prescription that needed a refill. She sent the scripts to the pharmacy that I pre-chose before the end of our appointment and my scripts were ready in 30 minutes at my local CVS/Target. I could not have been more appreciative and delighted by this experience. For sure would recommend and would use again.  **i received NO incentives for this review**
338		I'd give them 0 stars  if I could.... if you actually  need help and want to interact  with them, you are out of luck. I filled out a questionnaire  an d they cancelled  my appointment  without even speaking to me. I never got to even video chat with DR.  They might talk to you about a sinus  infection,  but if your really need anything  else, you'd be better of going somewhere  in person.
