doc ID,label,text
369,,Easy. Dr. Was thorough. Got better fast. I would highly recommend plushcare and their doctors.convenient too. Can see dr.s right away instead of waiting 2 weeks
370,,very pleased!  What a great idea this is.  Saves a trip to the Dr for minor problems.  Highly recommend!
371,,Great service. Very informative just by sign and symptoms. I don't always have time to see a doctor so I found PlushCare and the MD I chose was awesome.
374,,I’ve used it a few times now and it’s fantastic. The perfect alternative when your primary is too booked to see you.
376,,Definitely 5 Stars!! Dr. Rudy was great......friendly and professional. I already know that I will be a repeat customer in the near future. 👍
377,,Doctor was excellent with diagnosis and treatment. I am problem free thanks to him.Great follow up too.
378,,Always helpful and easy to access. The perfect alternative when the regular doctor is unavailable.
381,,My lower back felt like it needed support floating. I had a terrible headache and backache the next day.
388,,I was able to reach a person on the phone to help me navigate my way to getting labs done for my insurance company.  Thank you!
390,,He listened and responded quickly.  I liked the phone call vs. the face time call.
394,,very easy setup. doc was was very intelligent and helped me out. my prescription was ready in a few minutes
395,,"Very pleased !!Was apprehensive as a first timer, but was pleasantly surprised as the appointment was on time, a doctor who asked all the right questions."
399,,Easy to get an appointment and affordable- the doc was on time- personable - and professional!!!  Great service- thanks!
401,,I got a prompt reply from the doctor. He listened carefully and explained the treatment and ordered two prescriptions to my local pharmacy. This is a great service.
405,,Excellent service and ability to schedule a convenient time for consultation with a doctor. I have had great experiences with PlushCare.
409,,With a new baby i don't have time to wait in a doctors office and risk getting me or my baby sick. PlushCare is my new doctor!
412,,Plushcare is so easy and convenient to book any appointment for any need you may have. I highly recommend anyone to use them.
416,,Great service.. Got an appointment within 1 hour and started when promised. Got my meds quickly without having to wait 2 hours at my primary care Dr.
418,,"Excellent service, great DR's. Replaces waiting in line some where you dont want to be.I am thinking of switching this to my primary care. Very cost effective."
420,,Love it!  So easy and all of the doctors I’ve had have been wonderful!  very friendly and thorough!
424,,For basic medical needs you can't beat them. My last appointment was at 8:45 Saturday morning and the doctor logged in right on time. No more waiting rooms.
426,,Very thorough experience with the doctor who listened and was much more convenient than going to my primary care physician.
427,,"Very awesome company. Doctors are there to help you not just take your money. I have recommended this to friends , family , and even my employees at the company I own"
429,,We moved and do not have a family doctor yet. I needed a refill for a prescription. It was the fastest and cost effective way to get a refill.
431,,"Amazing!!! Appointment within 30 mins. Spoke to doctor, he looked up coupons for medication and it was prescribed and in my hand in 30 minutes!!! Loved the whole process!!!"
434,,They are 5 plus stars they treat u and they get u with medicines u need and dr to treat other things u might need i recommend them 1000%
442,,The greatest experience the doctors really care about your health they are there to help I’ve already told everyone about them love it!!! A+++++
443,,"The people at PlushCare has been helpful and supportive from the very start. Kind, non judgmental, quick to respond to my needs."
452,,"As professional, perfect, and """"Peace-Of-Mind-ish"""", as you can get!  Simply thee best!!"
453,,Great visit emailed about other issue and doctor took care of with no issue great people
454,,Easy and comprehensive right from the living couch...few apps can deliver at this level. Thanks for making me feel better.
469,,I soooo appreciate saving time and energy when feeling ill by being able to use the Plush Care service. Wonderful experience!
471,,It was an awesome experience. So easy. The doctor ordered medication. So much easier than going to the doctor.
475,,I was on vacation away from my PCP so decided to try PlushCare. My service came quickly and it was a great experience. I highly recommend using PlushCare.
483,,THIS is the way health care reform should be in the USA.Easy and a fair price.Every one should know about plush care.
487,,"Medicine and technology linked together , an awesome experience.  Sure beats sitting in a waiting room with who knows what disease in the air.  Great job."
496,,"So helpful!! Very professional & understanding, I was out of town & needed a doctor right away. This service is amazing, I highly recommend it!!"
502,,Very easy to book. Very nice doctors. Excellent service. Would recommend it to family and friends.
510,,"Wonderful service. I knew exactly what i had (I'd had it before).  Dr was understanding, and it was waay quicker than going to urgent care clinic 45 miles away."
516,,I knew I had a UTI and needed an antibiotic.  This was so much easier than using my primary or an Urgent Care.  Added bonus-much cheaper.
519,,"The team was great!  Someone as readily available on the phone to get information, and Dr. Dantes was prompt and very helpful."
527,,I have recommended PlushCare to all of my Family and Friends!  Thank you for a wonderful experience!  I wish I could use this service for all of my Healthcare needs!
536,,"It was the weekend and PlushCare was so convenient and helpful!!   I was """"seen""""  almost immediately and had my prescription within an hour."
538,,Great idea.  Not always easy or convenient to get to clinic when you're not feeling well.  Everyone I dealt with was great.
539,,"Always available, always patient. Especially when you can't get to your doctor or can't get an appointment for immediate care."
542,,I've used them coast to coast and would recommend to anyone who spends time on the road.
543,,Me and my family have used this service many times and they have always been thorough and very efficent
548,,"The doctor was friendly, asked questions,and was able Help me get on the road to recovery.   Once given the proper medication, I was feeling better the next day"
555,,"I was so sick with a sinus infection , the Dr was fast in ordering my medication ! Thanks so much"
558,,So fast and helped me out on a Sunday! The doctor answered all my concerns and was able to prescribe medicine so I could get back to feeling well!
561,,everyone from customer service to help me with the appointment time to helping me set up the video  was most helpful . Dr. Marks was kind and was most helpful.
563,,Called them because my doctor was closed on a major holiday. Very helpful. Would reccomend without hesitation.
567,,Positive experience and enjoyed talking to the doctor.This sure beats going to a clinic.I will use Plush Care again when needed.
568,,I needed to get a prescription for an infection. They were prompt and efficient. I will use them again with no hesitation.
569,,"Correct diagnosis, the disease is cured in a week with the prescribed treatment in my case."
573,,Poison ivy got intense. Glad not to have to go out and wait in a waiting room to see a doctor!
576,,"Great for minor colds and infections. When attempting to get a prescription for a commonly used medication, I was told they could not help and appointment was cancelled."
589,,"I've used Plushcare about five times. Very convenient, you pick a time for you and no wasted time trying to get into your primary physician for an appt."
590,,Plushcare was great!! They called when they said they would. The Dr.  was very helpful and prescribed antibiotics. I will definitely recommend plushcare.
593,,"Doctors that I have spoken to, are knowledge and caring! Thank you!Plush care!Highly recommend your service!"
596,,Medical staff is very professional. The provider called at the exact time of the appointment and prescriptions were called in promptly for customer convenience.
602,,Plush Care was amazing.  I was traveling and unable to get to my primary care doctor. They gave me prompt care and I was immediately taken care of.
613,,Have used the service twice. Doctors were very prompt in calling and listened to my concerns. Very thorough in their questions to properly diagnose.
617,,"Doctor called at exact appointment time. Was very patient, easy to talk to, very knowledgeable."
620,,Very easy and convenient.  I would really like it if you had an App for my iphone.
621,,"From start to finish this was the easiest """"office visit'. So thankful I didn't have leave the comfort of my home, except to go get the medication I needed."
627,,I have had nothing but great experiences with Plushcare. I love it and it makes life a lot easier.
628,,Dr. Allan Marks is amazing! Doctors couldn't home with my migraines but he did in less than 10 minutes.
630,,"No driving, no need to wait, no sharing the space with other sick people. Dr was great! Wonderful system!"
631,,Such a wonderful service. Helped me so much whilee on vacation. Dr. Rudy was wonderful!
635,,"Call was ahead of schedule, discussion was succinct, follow through items addressed in a timely manner"
636,,THE most convenient app ever.   It's a must have!   They have saved me time and money and the Dr.'s are on point.   Love them and highly recommend them.
640,,PlushCare is a fantastic option to a time consuming in-office visit for non-emergency issues.
641,,Very easy to schedule and my doctor was pretty good with no hassle of going to Dr clinic
644,,"Finally, something in the medical industry that is beneficial to the patient and is cost effective. Thank you."
647,,The Doctor I had the chance to visit with was helpful and knowledgeable.  Thank you
655,,"Great service. Like most people, I hate going to the doctor, especially when i end up sitting in the waiting room for hours.  This eliminates that problem!"
662,,Easy to setup appointment. Doctor was thorough with his questions and actually listened to everything i had to say. Very pleasant experience.
669,,Obtained an appointment quickly. Great customer service. US Doctor that I can understand. Affordable!! Caring Doctor. All around awesome service.
671,,"Such a flawless system!  Was able to see a doctor immediately and my experience thus far has been overwhelmingly positive.  Great company, great leadership and a fantastic vision!"
673,,I was treated and picked up my antibiotics within an hour. All done over the phone. Very friendly doctor. They've earned a new customer for life.
683,,"I used PlushCare for the first time after being referred by a friend. It was easy and convenient, and I will definitely use it again."
687,,Amazing service I loved how simple and fast and how I got to pick the exact time. Very helpful staff. I will send everyone my way here:)
706,,I'm very please with this service. Dr. Marks was very nice and professional. His diagnosis was good resulting in my quick recovery.  Thank You.
712,,"I was very impressed by Plushcare. They were prompt, thorough, and the Dr. was pleasant. My Rx was called in immediately. I couldn't ask for a better urgent care service."
723,,I am impressed with the quality doctors that are accessible through Plushcare. The quality care coupled with ease of use makes this a winner!
724,,Plushcare has been a fantastic and convenient resource for anything health care related! Doctors are easily accessible and it's been a flawless process since the beginning.
731,,I trusted the doctor and appreciated the fact he gave me his educational credentials before starting.
